Structure [idcode];Molecule Name;Molecule Name 2;Molecule Name 3;DATABASE_ID;DATABASE_NAME;ORIGINAL_SOURCE;ORIGINAL_SOURCE_URL;SMILES;INCHI_IDENTIFIER;INCHI_KEY;FORMULA;MOLECULAR_WEIGHT;EXACT_MASS;JCHEM_ACCEPTOR_COUNT;JCHEM_ATOM_COUNT;JCHEM_AVERAGE_NEUTRAL_MICROSPECIES_CHARGE;JCHEM_AVERAGE_POLARIZABILITY;JCHEM_BIOAVAILABILITY;JCHEM_DONOR_COUNT;JCHEM_FORMAL_CHARGE;JCHEM_GHOSE_FILTER;JCHEM_IUPAC;ALOGPS_LOGP;JCHEM_LOGP;ALOGPS_LOGS;JCHEM_MDDR_LIKE_RULE;JCHEM_NEUTRAL_CHARGE;JCHEM_NUMBER_OF_RINGS;JCHEM_PHYSIOLOGICAL_CHARGE;JCHEM_PKA;JCHEM_PKA_STRONGEST_ACIDIC;JCHEM_PKA_STRONGEST_BASIC;JCHEM_POLAR_SURFACE_AREA;JCHEM_REFRACTIVITY;JCHEM_ROTATABLE_BOND_COUNT;JCHEM_RULE_OF_FIVE;ALOGPS_SOLUBILITY;JCHEM_TRADITIONAL_IUPAC;JCHEM_VEBER_RULE;DRUGBANK_ID;SECONDARY_ACCESSION_NUMBERS;DRUG_GROUPS;GENERIC_NAME;SYNONYMS;PRODUCTS;INTERNATIONAL_BRANDS;SALTS
fbmIR@AZ|fBKNb@HrRPrJI[QQETEHr\kUUUMRmQLHdiAP@ #qExD[MR}[z@M`nUClfqD@@FDIMmBj_lkJQC`Nyd@EhqOme`cSacfVRf}DWcj\}DlmTDpSg^FuYCivQOYF_kmzF]ZF\mqdCSbuWgsdshuRVDtiWHTU@dUAjtHIE[usDinJoUJJudY}WZoPPVhzuCMxgRHnd]zWkihlZQzfh_PsRpGDk@XIdtyBiRVCQaIwxZoRbGwq~VXFssGOKI?aMYJnFW`JffdLgPZuBYYw`ojv]xxzGLdvgXNTCkyzOvh@@H`@H@D;123630;123630;123630;DB01606;drugbank;PUBCHEM;https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/LPQZKKCYTLCDGQ-WEDXCCLWSA-N/SDF?record_type=3d;[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O;InChI=1S/C10H12N4O5S/c1-10(5-13-3-2-11-12-13)8(9(16)17)14-6(15)4-7(14)20(10,18)19/h2-3,7-8H,4-5H2,1H3,(H,16,17)/t7-,8+,10+/m1/s1;LPQZKKCYTLCDGQ-WEDXCCLWSA-N;C10H12N4O5S;300291;3,00053E+11;7;32;-9,99928E+15;2,62214E+16;1;1;0;0;(2S,3S,5R)-3-methyl-4,4,7-trioxo-3-[(1H-1,2,3-triazol-1-yl)methyl]-4lambda6-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid;-180;-1,39951E+16;-150;0;-1;3;-1;1,86424E+15;2,86229E+16;7,54975E+15;1,2246E+16;748153;3;1;9.59e+00 g/l;biotin;0;DB01606;EXPT03012;approved;Tazobactam;"Tazobactam; Tazobactamum";"Jamp-pip/taz; PIPERACILLIN SODIUM and TAZOBACTAM SODIUM; Piperacillin / Tazobactam Powder for Injection; Piperacillin Sodium / Tazobactam Sodium; Piperacillin and Tazobactam; Piperacillin and Tazobactam for Injection; Piperacillin, Tazobactam; Piperacillin/tazobactam for Injection; Tazocin; Tazocin Pws IV 2g Piperacillin-.25g Tazobac.; Tazocin Pws IV 3g Piperacillin-.375g Tazobac; Tazocin Pws IV 4g Piperacillin-.5g Tazobac.; Vpi-piperacillin and Tazobactam for Injection; Zerbaxa; Zosyn; Zosyn Pharmacy Bulk Package; Zosyn in Galaxy Containers";;Tazobactam sodium
ffsA`@@QkdTRTtRaRfbQhqVg^rUiZjjjjfjhqBViZ^P@ #quQR[uhGM\MpCv|pMZ~hvtMsqXhSNUcA][XQTuna]\Lk|dBUi|Qs}~pmU@bCFgm`JfJEdEg??CI@dGfWrJLsHQy}UGZKBlMpiGqABGo^RYEAGwhDrZVH{lGaiqps[~zyEIUb^ggg\dWhXUkk_ObAIekdfGuruf~ZNJKSeWjQBtsdnj|LNTXvROIoZzaZPE@YQBKy\_hh{NBV?buBVSfDodVoDbJlC\TjEufIFkYXMlUZbENgIp{H_pwreFTFn|ULdJfzLGbW[PHtiwBqZyUykmai[LuEdDTPdaihymIlI}vD}HXODdydX\xvjQ^DDb[e[}HJdO_yyOajKMO`Qo~LPpXz]|OhvDylJDwJuWg~suFhb@B@@r@D;13769;13769;13769;DB00894;drugbank;PUBCHEM;https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/BPEWUONYVDABNZ-DZBHQSCQSA-N/SDF?record_type=3d;[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H];InChI=1S/C19H24O3/c1-18-9-7-13(20)11-12(18)3-4-14-15(18)8-10-19(2)16(14)5-6-17(21)22-19/h7,9,11,14-16H,3-6,8,10H2,1-2H3/t14-,15+,16+,18+,19+/m1/s1;BPEWUONYVDABNZ-DZBHQSCQSA-N;C19H24O3;3003921;3,00173E+11;2;46;-4222,333952;3,34156E+16;1;0;0;1;(4aS,4bR,10aR,10bS,12aS)-10a,12a-dimethyl-2H,3H,4H,4aH,4bH,5H,6H,8H,10aH,10bH,11H,12H,12aH-phenanthro[2,1-b]pyran-2,8-dione;233;3,23133E+16;-412;0;0;4;0;;1,83744E+15;-4,99834E+15;4,337E+16;8,5791E+15;0;1;2.30e-02 g/l;tetrahydrofolic acid;0;DB00894;APRD00640;"approved; investigational";Testolactone;"(4aS,4bR,10aR,10bS,12aS)-10a,12a-dimethyl-3,4,4a,5,6,10a,10b,11,12,12a-decahydro-2H-naphtho[2,1-f]chromene-2,8(4bH)-dione; 1-dehydrotestololactone; 1,2-didehydrotestololactone; 13-hydroxy-3-oxo-13,17-secoandrosta-1,4-dien-17-oic acid ?-lactone; D-homo-17a-oxaandrosta-1,4-diene-3,17-dione; delta(1)-testololactone; Testolactona; Testolactone; Testolactonum; Testolattone; ?1-testololactone";Teslac;Fludestrin;
ffm@`@@HR[YugYfeMVffZYjjhALKHUj@ #q{JG@mHJ|^o{CD\vPdeFmPBGyUFQL[AXifQBI]QEn^sDt`GaEn]bGHi\I`{@N[X_N_J`T|oiqGhcX?UfNmIx@@O|EFBc|rjjqlz`rHv`N{VxLC{^erYbe?EcBzoBvhrYncP\_X{_maK`dZz?ZGNWjPhnpBsIKQJOK_B`b{FCFoyzYb?nfWinvAgma{^yOvqxVhNkYXcC|?cnxyazalIjJ}`AkBrDvIF[inTDNNpHVG]FHftLFZ{Hs|gN|}ToZbodQrljZ[kXki|xaiAqYRCF|psX|}g[D]WiKHmiz@|b}uPtdc\v|P]tstavmQEf`cUZLY`qS|e`VXJqhfoiJ|gvHgKBIDEUkoPoB{PrFF`sZP{wfGB`IvqXQiPrkpqrGg\@fEp[ZRiysXJir@O`@h@@;5282379;5282379;5282379;DB00982;drugbank;PUBCHEM;https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/SHGAZHPCJJPHSC-XFYACQKRSA-N/SDF?record_type=3d;C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O;InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8+,16-14-;SHGAZHPCJJPHSC-XFYACQKRSA-N;C20H28O2;3004351;30020893014;2;50;-9,94317E+15;3,6152E+16;1;1;0;1;(2Z,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid;566;5014367711;-480;0;-1;1;-1;;4,75703E+15;;373;9,77908E+15;5;0;4.77e-03 g/l;tetrahydrofolic acid;1;DB00982;APRD00140;approved;Isotretinoin;"(7E,9E,11E,13Z)-retinoic acid; 13-cis-retinoic acid; 13-cis-Vitamin A acid; 13-RA; cis-RA; Isotretinoin; Isotretinoína; Isotrétinoine; Isotretinoino; Isotretinoinum; Neovitamin A acid";"Absorica; Absorica LD; Accutane; Accutane Roche; Amnesteem; Claravis; Clarus; Epuris; Isotretinoin; Isotrex Gel 0.05%; Myorisan; Ran-isotretinoin; Sotret; Zenatane";;
ffm@`@@HR[YugYfeMVffZYjjhALSHSj@ #qw{{zNICyfrRiLlIMSSnBUHhnxh|YZZv~JOL?^@oNxBvukpsQtL}]HV?^sVOVVMSNal|MGcu^KKOqQxCaZzu?TIaN}t?gOls^|nN[iuWayLYCq|wRR[^GsifSyzLyMxzqYiaTRTcLMDmRyy]vkWiTGg??ozNOrC_zQ^miOeXGHorkK]JQ}DX}yLE^gnhpMBf^CuTEFWpLqxHwP}Pi?Wt_`UncwuTHRtFa[oIFCJ^^GVjfbxFIdQuIMhXSW?rVwCp~|XuNwfXLS}VF}KaNqVKgDxkqwCTMB[UtOqpLYV_uwLYhSKtjlfeJwRe\EdOQ@ReCtkVc{anthcLqohMmtWHTSC^Ia]I`d?CYY\lf@WmUGJhMCMIYb_FIwc{DLZiVlPuK@KueXvFnxJhj@U`@P@D;449171;449171;449171;DB00523;drugbank;PUBCHEM;https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/SHGAZHPCJJPHSC-ZVCIMWCZSA-N/SDF?record_type=3d;C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O;InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8-,16-14+;SHGAZHPCJJPHSC-ZVCIMWCZSA-N;C20H28O2;3004351;30020893014;2;50;-9,94317E+15;3,59063E+16;1;1;0;1;(2E,4E,6Z,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid;;5014367711;;0;-1;1;-1;;4,75703E+15;;373;977908;5;0;;4-amino-N-{1-[(3-chloro-2-fluorophenyl)amino]-6-methylisoquinolin-5-yl}thieno[3,2-d]pyrimidine-7-carboxamide;1;DB00523;APRD00017;"approved; investigational";Alitretinoin;"(2E,4E,6Z,8E)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid; (7E,9Z,11E,13E)-retinoic acid; 9-cis-retinoic acid; 9-cis-Tretinoin; 9(Z)-Retinoic acid; Alitretinoin; Alitretinoína; Alitrétinoïne; Alitretinoinum";"Clindamycin 1% / Niacinamide 4% / Tretinoin 0.05%; Hanzema; Panretin; Toctino";;
ffm@`@@HR[YugYfeMVffZYjjhALSHUj@ #qAmKU?ItB?HvcWEtLwdCvmft~sOPylpTy|nBFnfcnmAfOGpueB\Pn@vXYv]CdjhtnmcaT{^ziegBILlvNjJFMWtfUYubzsRpicDcLxl_vbwYkB@NyDpS_dvTRz@a@Ph|Vzfl@sEy]{Q@VhcZQt\{p[q{]]CgHJP@@_oSSoVAt_\lxDPm~CfXFu@nFaXznEHYFQjYGt[J[OEnXFVI^CxikoXIRXKE]ZrAynEzqyAQFndF`UG_Z[qjIXWJkXrmNY[kar@k}{WJb@[x]ZxjEmBkWSmIK_XdyUDTzCgvn]]pmfcWtTmRBpBieXip}\WiHdZWkRxKuU^WbelpXmWRFzqLuGPEvj~yU[dr{Auq@}PBj\WLySSfn{SEd}AnJREQBVh^alSf]sfKdXJif@L@@X@@;444795;444795;444795;DB00755;drugbank;PUBCHEM;https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/SHGAZHPCJJPHSC-YCNIQYBTSA-N/SDF?record_type=3d;C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O;InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8+,16-14+;SHGAZHPCJJPHSC-YCNIQYBTSA-N;C20H28O2;300442;3,00209E+11;2;50;;3,6846E+13;1;1;0;1;(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid;566;5014367711;-480;0;;1;-1;;4,75703E+15;;373;9,77908E+15;5;0;4.77e-03 g/l;(R)-6-hydroxywarfarin;1;DB00755;"NUTR00051; APRD00362";"approved; investigational; nutraceutical";Tretinoin;"(all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid; 3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ECL); Acide retinoique; all trans Retinoic acid; all trans-Retinoic acid; all-(E)-Retinoic acid; all-trans-beta-Retinoic acid; all-trans-Retinoic acid; all-trans-Tretinoin; all-trans-Vitamin A acid; all-trans-Vitamin A1 acid; ATRA; beta-Retinoic acid; Retinoic acid; Retionic acid; trans-Retinoic acid; Tretin M; Tretinoin; Tretinoina; Trétinoïne; Tretinoinum; Vitamin A acid";"011010 Niacinamide 4% / Tretinoin 0.025%; 011013 Niacinamide 4% / Tretinoin 0.025%; 011020 Niacinamide 4% / Tretinoin 0.05%; 011021 Niacinamide 4% / Tretinoin 0.05%; 011218 Niacinamide 2% / Spironolactone 5% / Tretinoin 0.025%; 011220 Niacinamide 2% / Spironolactone 5% / Tretinoin 0.05%; 141016 Hydrocortisone 0.5% / Hydroquinone 4% / Tretinoin 0.025%; 141017 Hydrocortisone 0.5% / Hydroquinone 6% / Tretinoin 0.025%; 141060 Hydrocortisone 0.5% / Hydroquinone 4% / Tretinoin 0.025%; 141061 Hydrocortisone 0.5% / Hydroquinone 8% / Tretinoin 0.025%; Altreno; Ascorbyl Palmitate 2% / Hyaluronic Acid Sodium Salt 0.2% / Niacinamide 5% / Tretinoin 0.025%; Atralin; Avita; Benzoyl Peroxide 2.5% / Clindamycin 1% / Niacinamide 2% / Tretinoin 0.025%; Benzoyl Peroxide 2.5%, Clindamycin Phosphate 1%, Niacinamide 2% / Tretinoin 0.05%; Benzoyl Peroxide 5% / Clindamycin 1% / Niacinamide 2% / Spironolactone 2% / Tretinoin 0.025%; Benzoyl Peroxide 5% / Clindamycin 1% / Niacinamide 2% / Spironolactone 2% / Tretinoin 0.05%; Benzoyl Peroxide 5% / Clindamycin 1% / Niacinamide 2% / Tretinoin 0.05%; Benzoyl Peroxide 5% / Clindamycin 1% / Niacinamide 2% / Tretinoin 0.1%; Benzoyl Peroxide 5% / Clindamycin1% / Niacinamide 2% / Tretinoin 0.025%; Benzoyl Peroxide 5% / Niacinamide 2% / Tretinoin 0.025%; Biacna Topical Gel; Cenovia; Clindamycin 1% / Niacinamide 4% / Spironolactone 2% / Tretinoin 0.025%; Clindamycin 1% / Niacinamide 4% / Tretinoin 0.025%; Clindamycin 1% / Niacinamide 4% / Tretinoin 0.05%; Clindamycin 1% / Sodium Sulfacetamide Monohydrate 5% / Tretinoin 0.025%; Clindamycin Phosphate 1.2% and Tretinoin 0.025%; Clindamycin Phosphate and Tretinion; Clindamycin Phosphate and Tretinoin; Clindamycin Phosphate and Tretinoin Gel 1.2%/0.025%; Dapsone 6% / Niacinamide 2% / Tretinoin 0.025%; Dapsone 8.5% / Niacinamide 2% / Tretinoin 0.025%; Derma Lightening; Dermapak Plus; Dermawerx Zmt Pak; Desoximetasone 0.05% / Hydroquinone 6% / Tretinoin 0.05%; Dexamethasone Sodium Phosphate 0.1% / Finasteride 0.1% / Minoxidil 5% / Tretinoin 0.025%; Dr. Throwers Hydrotet; Dr. Throwers Pbc No. 1; Finasteride 0.1% / Minoxidil 7% / Tretinoin 0.025%; Fluocinolone Acetonide 0.01% / Minoxidil 5% / Tretinoin 0.025%; Hyaluronic Acid Sodium Salt 0.5% / Hydroquinone 4% / Tretinoin 0.05%; Hyaluronic Acid Sodium Salt 0.5% / Niacinamide 4% / Tretinoin 0.025%; Hyaluronic Acid Sodium Salt 0.5% / Niacinamide 4% / Tretinoin 0.05%; Hyaluronic Acid Sodium Salt 0.5% / Niacinamide 4% / Tretinoin 0.1%; Hydrocortisone 0.5% / Hydroquinone 4% / Tretinoin 0.025%; Hydrocortisone 0.5% / Hydroquinone 6% / Tretinoin 0.025%; Hydrocortisone 0.5% / Hydroquinone 6% / Tretinoin 0.05%; Hydrocortisone 0.5% / Hydroquinone 8% / Tretinoin 0.025%; Hydrocortisone 0.5% / Hydroquinone 8% / Tretinoin 0.05%; Hydrocortisone 1% / Hydroquinone 8% / Tretinoin 0.05%; Hydroquinone 4% / Tretinoin 0.025%; Hydroquinone 4% / Tretinoin 0.025% / Triamcinolone Acetonide 0.025%; Hydroquinone 5% / Tretinoin 0.025% / Triamcinolone Acetonide 0.025%; Hydroquinone 6% / Tretinoin 0.05% / Triamcinolone 0.025%; Hydroquinone 6% /tretinoin 0.05%; Hydroquinone 8% / Tretinoin 0.025%; Hydroquinone 8% / Tretinoin 0.025%.; Imiquimod 5% / Levocetirizine Dihydrochloride 1% / Tretinoin 0.05%; Imiquimod 5% / Salicylic Acid 30% / Tretinoin 0.1%; Imiquimod 5% / Tretinoin 0.025%; Jamp Tretinoin; Minoxidil 5% / Progesterone 0.1% / Tretinoin 0.025%; Minoxidil 7% / Progesterone 0.1% / Tretinoin 0.025%; Minoxidil 7% / Tretinoin 0.025%; Niacinamide 2% / Spironolactone 5% / Tretinoin 0.025%; Niacinamide 2% / Spironolactone 5% / Tretinoin 0.05%; Niacinamide 4% / Tretinoin 0.025%; Niacinamide 4% / Tretinoin 0.05%; Niacinamide 4% / Tretinoin 0.1%; OLIVIA QUIDO FIRM and FADE I; OLIVIA QUIDO FIRM and FADE II; Obagi; Refissa; Refissa Tretinoin (Emollient); Rejuva-A; Renova; Retin-A; Retin-A MICRO; Retisol-A; Solage; Solagé; Stie Vaa Sol 0.05%; Stieva-A; Stieva-A Cream; Stieva-A Gel; Stieva-A Solution; Stievaa Gel 0.01%; Stievamycin Forte; Stievamycin Mild; Stievamycin Regular; TRETIN-X Cream 0.025%; TRETIN-X Cream 0.05%; TRETIN-X Cream 0.1%; TRETIN-X Gel 0.01%; TRETIN-X Gel 0.025%; Tretin-X; Tretin.x; TretinX; Tretinoin; Tretinoin (Emollient); Tretinoin (Microsphere); Tretinoin Cream; Tretinoin Gel; Tretinoin Gel Microsphere; Tretinopak; Tri-luma; Triderma; Twyneo; Veltin; Vesanoid; Vitamin A Acid; Vitamin A Acid 0.01% Cream; Vitamin A Acid 0.025% Cream; Vitamin A Acid 0.05% Cream; Vitamin A Acid 0.1% Cream; Vitinoin - Crm 0.025%; Vitinoin - Crm 0.05%; Vitinoin - Crm 0.1%; Vitinoin Gel - 0.025%; Ziana";"Aberel; Aberela; Airol; Dermairol; Eudyna; Kétrel; Sotret; Stieva-A; Vitinoin";
fj}Pb@FJudDQdTRTtRbbaRuNF|dl@QTpTBD@@@ #qBct@@MhUZTH~VDRnT{_xonOU_{WIJCTEXPv^zEUyDzqznG{nud?eO`DUijV\JA_ZEYB||QxEb]tJfHtENnKPyG^AqY}NwmOjU\XTB~cKp}Qz_KwRajyNzM[bsRlNx\_[T{A}\^KyT{BC\_syOLvcyLMYsuS~_O_RAuQWHVIZjxv{l?vQS^oJPWCyu|gzhtXbHsDrCBpJp_tZcXEuZhdCHnu\ZXnCNYpz}[E?uJCeFTZlWUSCniZ]oRVCj[pOlbejbNPAt_HYjfj@@^p@L@D;2789;2789;2789;DB00349;drugbank;PUBCHEM;https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/CXOXHMZGEKVPMT-UHFFFAOYSA-N/SDF?record_type=3d;CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O;InChI=1S/C16H13ClN2O2/c1-18-13-8-7-11(17)9-14(13)19(16(21)10-15(18)20)12-5-3-2-4-6-12/h2-9H,10H2,1H3;CXOXHMZGEKVPMT-UHFFFAOYSA-N;C16H13ClN2O2;30074;3,00067E+11;2;34;-9,38228E+15;3,00661E+15;1;0;0;1;7-chloro-1-methyl-5-phenyl-2,3,4,5-tetrahydro-1H-1,5-benzodiazepine-2,4-dione;214;2,55438E+15;-326;0;-1;3;-1;;5,81848E+15;-6,72307E+15;4,062E+16;8,02986E+15;1;1;1.64e-01 g/l;tetrahydrofolic acid;0;DB00349;APRD00307;"approved; illicit";Clobazam;"1-phenyl-5-methyl-8-chloro-1,2,4,5-tetrahydro-2,4-dioxo-3H-1,5-benzodiazepine; 7-Chloro-1-methyl-5-phenyl-1,5-dihydro-benzo[b][1,4]diazepine-2,4-dione; Clobazam; Clobazamum";"Apo-clobazam; Clobazam; Clobazam-10; Dom-clobazam; Frisium Tab 10mg; Frisium Tablet 10mg; Frisium Tablets 10mg; Ntp-clobazam; Onfi; PMS-clobazam; Ratio-clobazam; Sympazan; Teva-clobazam";"Aedon; Castilium; Clobam; Clobamax; Frisium; Grifoclobam; Mystan; Noiafren; Sederlona; Urbanil; Urbanol; Urbanyl; Venium";
fj}Pb@AJCdDQdTRTtRTTRRMNZ\dl@PuATBDPu@@ #qbDNJ?tgRzaKjm?qqsS_?gjIbnJvfEstjfFuiypYj]YrC}xfQS`|xOcrRjmT`IsCE@@Ab_iaz[su\Eymj]K~OHT]yGqkIcFRT~HpkL~Wmsvx?}sVm{pn|smsXm\Twey{]|aCz_mHFda@Z_kHFzgVUVz{jG@qcLq[mgURmpRJugSTVuB[NZfmY[j^j_mdh{Oa]TCwhhh\J^sgroTTcwRlENewybhfwj|QjhiinheL|uYju`rSj`H[fpdw\rxJMwWsUltQs_csfzfh`@^pA|@@;5391;5391;5391;DB00231;drugbank;PUBCHEM;https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/SEQDDYPDSLOBDC-UHFFFAOYSA-N/SDF?record_type=3d;CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1;InChI=1S/C16H13ClN2O2/c1-19-13-8-7-11(17)9-12(13)14(18-15(20)16(19)21)10-5-3-2-4-6-10/h2-9,15,20H,1H3;SEQDDYPDSLOBDC-UHFFFAOYSA-N;C16H13ClN2O2;30074;3,00067E+11;3;34;-2,10575E+16;3,03212E+15;1;1;0;1;7-chloro-3-hydroxy-1-methyl-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepin-2-one;216;2,78735E+16;-375;0;0;3;0;;1,06765E+16;-1,39932E+16;529;8,10103E+15;1;1;5.34e-02 g/l;tetrahydrofolic acid;0;DB00231;APRD00676;"approved; investigational";Temazepam;Temazepam;"Apo-temazepam; Co Temazepam Capsules 15mg; Co Temazepam Capsules 30mg; Dom-temazepam; Gen-temazepam 15mg; Gen-temazepam 30mg; Ntp-temazepam; PHL-temazepam; PMS-temazepam; PMS-temazepam - 15mg; PMS-temazepam - 30mg; Penta-temazepam Capsules; Ratio-temazepam; Restoril; Strazepam; Temazepam; Temazepam-15; Temazepam-30; Teva-temazepam";"Euhypnos; Norkotral; Normison; Nortem; Remestan; Temaze; Temtabs";"Temazepam hydrochloride; Temazepam sulfate"
fj}PB@AIADILklsJk}F^SGL@EUAPQDPx`@ #qAW~c{EayL`MdnQnGJfTBEDelaV]vhfXYaV\vhoXYnBUaeKAli?_p@oUYWR_p{PcRP^x@@OyF]m\pdlGe}xGfOwZY}KJgkIesJmUKfaGh}Y\CgYdRcY\[g\tRcA{UTI|f}A{UTI|f?xGVOqjYUMVRzl}hMR\P{U]RtLY?pxQ]owJMEbsLU`ukZYRs`]f_oE{BI]DCpZe{N^EXXSe{{ZDpICUVgzqoMRnZtpEVBRf{PGkG^P~KSzV~gZPBcoxfCbIDqGMdzk}EC@GUvuxYwQzpO`jD[AjjHjt}bHUZAd~txyxuIOmVwLE`N~YisoyRGhFDN@mBfcdEbzk|@XP@x@D;2710;2710;2710;DB08936;drugbank;PUBCHEM;https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/WFNAKBGANONZEQ-UHFFFAOYSA-N/SDF?record_type=3d;CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1;InChI=1S/C18H21ClN2/c1-20-11-13-21(14-12-20)18(15-5-3-2-4-6-15)16-7-9-17(19)10-8-16/h2-10,18H,11-14H2,1H3;WFNAKBGANONZEQ-UHFFFAOYSA-N;C18H21ClN2;300826;3,00139E+11;2;42;;3,38861E+15;1;0;0;1;1-[(4-chlorophenyl)(phenyl)methyl]-4-methylpiperazine;416;4,15005E+15;-385;0;;3;1;;;7,62858E+15;648;8,97384E+15;3;1;4.24e-02 g/l;chlorcyclizine;1;DB08936;;approved;Chlorcyclizine;"Chlorcyclizin; Chlorcyclizine; Chlorcyclizinum; Clorciclicina; Clorciclizina; Clorciclizinio";"Ahist; Biclora; Bonine Kids; Dallergy; Nasopen; Nasotuss; Notuss-NX; Notuss-NXD; Poly-tussin; Poly-tussin D; Stahist AD; Stahist Ad; Statuss Green; biclora-D";"Di-Paralene; Mantadil; Pruresidine; Trihistan; Zimin";Chlorcyclizine hydrochloride
